Date,Open,High,Low,Close,Volume,Change,Code
2016-01-04,8947,9248,8865,9084,16379,0.021592442645074206,037950
2016-01-05,9221,9522,8947,9111,16569,0.00297225891677666,037950
2016-01-06,9303,9522,9029,9275,32069,0.018000219514872073,037950
2016-01-07,9522,9522,9002,9193,20632,-0.00884097035040432,037950
2016-01-08,8947,9139,8755,8974,15897,-0.023822473621233575,037950
2016-01-11,8810,9002,8646,8783,15122,-0.021283708491196762,037950
2016-01-12,9139,9221,8783,9166,31621,0.04360696800637598,037950
2016-01-13,9221,9932,9193,9658,103695,0.05367663102771103,037950
2016-01-14,9686,10014,9248,9549,39490,-0.0112859805342721,037950
2016-01-15,9795,9795,9056,9275,44219,-0.028694104094669548,037950
2016-01-18,9248,9248,8810,8865,34007,-0.0442048517520216,037950
2016-01-19,9056,9084,8619,8947,15546,0.009249858996051907,037950
2016-01-20,8947,9166,8646,8783,18686,-0.018330166536269177,037950
2016-01-21,8755,8974,8619,8783,16965,0.0,037950
2016-01-22,8810,9002,8755,9002,11886,0.024934532619833805,037950
2016-01-25,9139,9193,8920,9166,13902,0.01821817373916912,037950
2016-01-26,9193,9850,8865,9795,83777,0.06862317259437045,037950
2016-01-27,9522,9823,9330,9576,77887,-0.022358346094946357,037950
2016-01-28,10397,10397,9604,9713,259375,0.014306599832915712,037950
2016-01-29,9905,10370,9631,10014,102440,0.03098939565530734,037950
2016-02-01,10069,10096,9604,9741,73538,-0.02726183343319355,037950
2016-02-02,9576,9905,9576,9850,42284,0.011189816240632311,037950
2016-02-03,9850,9905,9658,9713,23296,-0.01390862944162441,037950
2016-02-04,9686,9959,9686,9850,34044,0.0141048079892927,037950
2016-02-05,9877,10644,9795,10507,198657,0.06670050761421309,037950
2016-02-11,10671,11163,10343,10944,229508,0.041591320072332794,037950
2016-02-12,10944,10999,10014,10124,125834,-0.07492690058479534,037950
2016-02-15,10178,10726,10178,10616,66030,0.04859739233504534,037950
2016-02-16,10698,11081,10589,10698,85926,0.007724189902034606,037950
2016-02-17,10944,10944,10343,10671,66727,-0.0025238362310712192,037950
2016-02-18,10671,10726,10370,10452,40090,-0.020522912566769747,037950
2016-02-19,10452,10726,10151,10616,27853,0.01569077688480669,037950
2016-02-22,10534,10944,10233,10589,121255,-0.002543330821401679,037950
2016-02-23,10753,10753,10178,10397,66593,-0.01813202379828127,037950
2016-02-24,10479,10534,10288,10397,50770,0.0,037950
2016-02-25,10397,10589,9932,10124,62199,-0.026257574300278974,037950
2016-02-26,10014,10233,9741,9823,70154,-0.029731331489529778,037950
2016-02-29,9877,10042,9303,9467,158483,-0.03624147409141809,037950
2016-03-02,9549,10042,9549,10014,57152,0.05777965564592802,037950
2016-03-03,10124,10206,9987,10151,40194,0.013680846814459802,037950
2016-03-04,10233,10260,9959,10260,29157,0.010737858339079809,037950
2016-03-07,10288,10507,10014,10397,51251,0.013352826510721227,037950
2016-03-08,10561,10944,10343,10917,98922,0.05001442723862648,037950
2016-03-09,10944,11054,10753,10890,88498,-0.002473206924979432,037950
2016-03-10,10890,10917,10589,10698,52703,-0.01763085399449038,037950
2016-03-11,10726,10726,10096,10507,55244,-0.017853804449429855,037950
2016-03-14,10616,10671,10397,10507,42114,0.0,037950
2016-03-15,10561,11054,10452,10944,127786,0.041591320072332794,037950
2016-03-16,10999,11218,10753,10972,156248,0.0025584795321638154,037950
2016-03-17,11109,11163,10753,10835,59380,-0.012486328837039706,037950
2016-03-18,10835,11711,10671,11601,272131,0.07069681587448096,037950
2016-03-21,11519,12012,11382,11574,127160,-0.002327385570209506,037950
2016-03-22,11437,11574,11163,11218,68530,-0.030758596855019915,037950
2016-03-23,11163,11574,10944,11464,91828,0.021929042610090876,037950
2016-03-24,11464,11574,10917,11081,64201,-0.033408932309839545,037950
2016-03-25,11109,11273,10944,11081,41768,0.0,037950
2016-03-28,11109,11711,11109,11546,137505,0.04196372168576845,037950
2016-03-29,11519,11683,11300,11656,75473,0.009527108955482477,037950
2016-03-30,11793,11793,11410,11410,56667,-0.021105010295127014,037950
2016-03-31,11492,11519,11273,11492,1297367,0.007186678352322451,037950
2016-04-01,11492,11492,10370,10644,346459,-0.07379046293073444,037950
2016-04-04,10589,10616,10233,10534,130791,-0.0103344607290492,037950
2016-04-05,10534,10698,10370,10589,73804,0.0052211885323714124,037950
2016-04-06,10589,10835,10397,10726,118456,0.012937954481065272,037950
2016-04-07,10862,12012,10698,10780,561348,0.00503449561812408,037950
2016-04-08,10780,10780,10397,10507,115975,-0.025324675324675305,037950
2016-04-11,10726,10972,10726,10780,87322,0.025982678214523602,037950
2016-04-12,10917,11492,10808,11163,251467,0.03552875695732838,037950
2016-04-14,11218,11245,10917,11109,47616,-0.004837409298575679,037950
2016-04-15,11136,11136,10917,11054,55514,-0.004950940678728921,037950
2016-04-18,11136,11218,10835,10944,58927,-0.00995114890537363,037950
2016-04-19,10944,11054,10808,10944,40795,0.0,037950
2016-04-20,11163,11355,10944,11163,69523,0.020010964912280604,037950
2016-04-21,11163,11245,10972,10972,44651,-0.017110095852369445,037950
2016-04-22,10999,11136,10972,11054,41221,0.007473569084943454,037950
2016-04-25,11081,11081,10835,11027,66756,-0.0024425547313189355,037950
2016-04-26,11027,11054,10835,10972,70947,-0.0049877573229346606,037950
2016-04-27,11629,11629,10972,11027,238467,0.005012759752096141,037950
2016-04-28,11191,11191,10890,10972,71616,-0.0049877573229346606,037950
2016-04-29,10972,11163,10835,10999,64798,0.0024608093328473135,037950
2016-05-02,11054,11163,10835,10862,58923,-0.012455677788889896,037950
2016-05-03,10917,11054,10862,10999,61389,0.012612778493831689,037950
2016-05-04,10999,11273,10862,11218,123390,0.019910900990999236,037950
2016-05-09,11437,11601,11163,11245,148548,0.0024068461401318686,037950
2016-05-10,11273,11410,11136,11300,63570,0.004891062694530879,037950
2016-05-11,11410,11683,11136,11601,179703,0.026637168141592893,037950
2016-05-12,11601,11847,11410,11847,227883,0.021205068528575177,037950
2016-05-13,12066,12176,11765,11820,139858,-0.0022790579893643415,037950
2016-05-16,11820,11984,11355,11355,154883,-0.03934010152284262,037950
2016-05-17,11382,12176,11245,11957,256623,0.053016292382210395,037950
2016-05-18,12039,12203,11711,12121,164096,0.01371581500376351,037950
2016-05-19,12313,14173,11875,11875,1824338,-0.0202953551687155,037950
2016-05-20,11930,12012,11273,11793,285261,-0.006905263157894748,037950
2016-05-23,11984,11984,11492,11519,172672,-0.023234121936742125,037950
2016-05-24,11546,11875,11492,11601,189612,0.007118673495963179,037950
2016-05-25,11601,13653,11601,12313,1432493,0.061374019481079234,037950
2016-05-26,12340,13188,12313,13079,769675,0.06221067164785188,037950
2016-05-27,13462,14009,12778,12805,617208,-0.020949613884853613,037950
2016-05-30,12915,13380,12586,13024,250752,0.01710269426005473,037950
2016-05-31,13051,13434,12969,13161,231395,0.010519041769041726,037950
2016-06-01,13243,13298,12504,12805,240437,-0.027049616290555467,037950
2016-06-02,12778,12969,12559,12969,182982,0.012807497071456453,037950
2016-06-03,13325,14912,13188,13681,2084790,0.054900146503199965,037950
2016-06-07,13845,14502,13133,14392,645086,0.051969885242306946,037950
2016-06-08,14693,17730,14502,15842,3444461,0.1007504168982769,037950
2016-06-09,16034,16691,15487,16691,1140183,0.05359171821739683,037950
2016-06-10,16827,16882,15541,15788,679945,-0.054101012521718284,037950
2016-06-13,15788,15979,14939,15651,438984,-0.00867747656447937,037950
2016-06-14,15541,16061,14775,14803,388235,-0.054181841415884,037950
2016-06-15,14775,16663,14584,15815,1616800,0.06836452070526255,037950
2016-06-16,15979,16910,15405,15870,927635,0.0034777110338286565,037950
2016-06-17,16007,16554,14502,14748,680705,-0.07069943289224956,037950
2016-06-20,14748,14939,14228,14775,282015,0.0018307567127746616,037950
2016-06-21,14775,14885,13325,13599,609476,-0.0795939086294416,037950
2016-06-22,13626,13681,12723,13079,409322,-0.038238105743069295,037950
2016-06-23,13024,13106,12449,12696,283559,-0.029283584371893823,037950
2016-06-24,12969,14337,11546,14036,2598223,0.10554505356017652,037950
2016-06-27,17730,18223,15870,18223,4873687,0.298304360216586,037950
2016-06-28,19591,22464,17785,17895,9041345,-0.017999231740108645,037950
2016-06-29,17511,19044,16910,19044,5409718,0.06420787929589267,037950
2016-06-30,18196,19810,17949,18661,2779884,-0.020111321151018657,037950
2016-07-01,18524,19400,18332,18880,2210384,0.011735705482021297,037950
2016-07-04,18196,18442,17648,18031,1048013,-0.04496822033898307,037950
2016-07-05,18223,19564,17867,18360,2342152,0.018246353502301638,037950
2016-07-06,19564,22464,18715,20193,10838176,0.09983660130718963,037950
2016-07-07,19700,20549,19153,19865,2443158,-0.016243252612291426,037950
2016-07-08,19755,21561,19618,20603,4015940,0.03715076768185255,037950
2016-07-11,20056,20576,19454,20275,1231934,-0.01592001164878898,037950
2016-07-12,20494,21616,20330,21616,2731069,0.06614056720098649,037950
2016-07-13,20795,20987,19974,20220,1328263,-0.06458179126572905,037950
2016-07-14,20056,20439,18113,18278,1529293,-0.09604352126607318,037950
2016-07-15,18332,19099,17867,18770,990792,0.02691760586497427,037950
2016-07-18,19153,19317,17785,18004,991673,-0.040809802876931256,037950
2016-07-19,17840,18004,16636,16800,764924,-0.06687402799377917,037950
2016-07-20,16992,17402,16335,16417,643099,-0.02279761904761901,037950
2016-07-21,16198,16910,16007,16718,498444,0.01833465310349025,037950
2016-07-22,16910,16992,15870,15870,435908,-0.05072377078597923,037950
2016-07-25,16143,17074,16034,16636,536106,0.04826717076244491,037950
2016-07-26,16636,16745,16225,16390,257270,-0.014787208463572954,037950
2016-07-27,16390,16636,16143,16171,153006,-0.013361805979255625,037950
2016-07-28,16335,16773,15979,16308,288841,0.008471955970564604,037950
2016-07-29,17019,17977,16554,16554,1635433,0.015084621044885838,037950
2016-08-01,16718,16827,15979,16089,366247,-0.028089887640449396,037950
2016-08-02,16308,16472,15760,15760,265296,-0.020448753806948883,037950
2016-08-03,15842,17293,15842,16609,1019743,0.05387055837563448,037950
2016-08-04,16335,16609,16007,16007,281868,-0.03624540911553975,037950
2016-08-05,15870,16308,15870,15952,177742,-0.0034359967514212553,037950
2016-08-08,15952,16362,15815,16143,194198,0.011973420260782408,037950
2016-08-09,16198,16280,15186,15295,341709,-0.05253050857957009,037950
2016-08-10,15322,15623,14666,15459,231315,0.010722458319712302,037950
2016-08-11,15459,15514,15049,15076,134139,-0.02477521185070186,037950
2016-08-12,15104,15569,14939,15405,160661,0.021822764659060745,037950
2016-08-16,15405,15788,15322,15432,150692,0.0017526777020446804,037950
2016-08-17,15569,16116,15514,15596,313203,0.01062726801451519,037950
2016-08-18,15760,15760,15049,15158,165621,-0.02808412413439343,037950
2016-08-19,15158,15870,14939,15815,301998,0.04334344900382647,037950
2016-08-22,16745,17785,16034,16034,2121757,0.013847613025608663,037950
2016-08-23,15870,16089,15350,15432,349273,-0.03754521641511788,037950
2016-08-24,15432,15815,15350,15405,209527,-0.0017496111975117135,037950
2016-08-25,15432,15541,15104,15104,150632,-0.019539110678351235,037950
2016-08-26,15240,15459,14885,14912,164189,-0.012711864406779627,037950
2016-08-29,14912,15022,14201,14201,194932,-0.04767972103004292,037950
2016-08-30,14310,14721,14283,14447,108686,0.017322723751848512,037950
2016-08-31,14584,14584,14064,14365,124108,-0.005675918875891139,037950
2016-09-01,14228,14502,14064,14447,103476,0.005708318830490722,037950
2016-09-02,14447,14912,14283,14611,114266,0.011351837751782279,037950
2016-09-05,14830,15022,14693,14748,77284,0.009376497159674146,037950
2016-09-06,14775,14803,14310,14392,108546,-0.024138866286954164,037950
2016-09-07,14474,14693,14337,14420,109517,0.0019455252918287869,037950
2016-09-08,14420,14447,13188,13571,259984,-0.05887656033287103,037950
2016-09-09,13325,13626,12805,13489,178627,-0.0060422960725075026,037950
2016-09-12,13489,14091,13407,13517,236619,0.002075765438505517,037950
2016-09-13,13517,13790,13243,13763,118634,0.01819930457941843,037950
2016-09-19,13708,13982,13571,13900,116326,0.009954225096272529,037950
2016-09-20,13927,14228,13735,14036,102119,0.009784172661870594,037950
2016-09-21,14173,14255,13900,13954,98232,-0.005842120262183004,037950
2016-09-22,13982,14912,13927,14474,262161,0.03726530027232333,037950
2016-09-23,14474,14803,14173,14420,141631,-0.003730827691032168,037950
2016-09-26,14447,14748,14337,14556,119949,0.009431345353675402,037950
2016-09-27,14638,15541,14584,14939,636844,0.026312173674086337,037950
2016-09-28,14967,15104,14584,14666,162765,-0.018274315549902886,037950
2016-09-29,14775,15158,14228,14228,168639,-0.029864993863357392,037950
2016-09-30,14337,15979,14173,15706,1813401,0.1038796738824852,037950
2016-10-04,14830,15295,14803,14994,560598,-0.045332993760346385,037950
2016-10-05,14912,15131,14611,14857,297689,-0.009136988128584766,037950
2016-10-06,14748,14994,14611,14638,178113,-0.014740526351214922,037950
2016-10-07,14803,14912,14228,14310,204153,-0.0224074327093865,037950
2016-10-10,14447,14748,14283,14337,145525,0.0018867924528302993,037950
2016-10-11,14337,14392,13325,13352,397531,-0.068703354955709,037950
2016-10-12,13325,14119,13106,13681,243428,0.024640503295386473,037950
2016-10-13,13626,13681,13133,13188,114849,-0.03603537753088226,037950
2016-10-14,13079,13298,12969,13106,68739,-0.006217773733697252,037950
2016-10-17,12942,13243,12723,12723,79733,-0.02922325652372959,037950
2016-10-18,12723,12833,12532,12532,67428,-0.015012182661321982,037950
2016-10-19,12586,13407,12559,12860,138538,0.02617299712735388,037950
2016-10-20,12969,13106,12559,12586,68047,-0.021306376360808676,037950
2016-10-21,12477,12668,12422,12532,67084,-0.004290481487366882,037950
2016-10-24,12532,12696,12340,12367,43751,-0.01316629428662619,037950
2016-10-25,12367,12559,11656,11875,101910,-0.03978329425082883,037950
2016-10-26,11656,12231,11629,11820,120123,-0.004631578947368431,037950
2016-10-27,11847,12176,11793,12066,61175,0.020812182741116736,037950
2016-10-28,11930,12039,11109,11245,175123,-0.06804243328360682,037950
2016-10-31,11109,11382,10835,10890,87050,-0.03156958648288133,037950
2016-11-01,10425,11273,10425,10808,116260,-0.007529843893480215,037950
2016-11-02,10944,13298,10944,12313,2440478,0.13924870466321249,037950
2016-11-03,12750,13352,12203,12504,988358,0.015512060423942264,037950
2016-11-04,12668,13188,12285,12285,611417,-0.017514395393474103,037950
2016-11-07,11656,11765,11218,11437,388478,-0.06902726902726908,037950
2016-11-08,11328,12094,11245,11738,489425,0.02631809040832378,037950
2016-11-09,11820,15240,11656,15240,6885805,0.2983472482535354,037950
2016-11-10,12395,14474,12285,13325,4294328,-0.1256561679790026,037950
2016-11-11,13270,13845,12860,12969,1468870,-0.02671669793621012,037950
2016-11-14,12641,13243,12449,12969,556733,0.0,037950
2016-11-15,12942,13380,12833,13079,812542,0.008481764206955011,037950
2016-11-16,13024,13243,12504,12614,511614,-0.035553176848382884,037950
2016-11-17,12559,12887,12477,12641,350023,0.0021404788330425806,037950
2016-11-18,12723,13352,12614,12778,971573,0.010837750177992156,037950
2016-11-21,12915,13380,12723,12750,667796,-0.002191266238848022,037950
2016-11-22,12805,12915,12012,12066,439209,-0.05364705882352938,037950
2016-11-23,12121,12285,11546,11629,350695,-0.03621747057848501,037950
2016-11-24,11464,12012,11464,11656,327659,0.002321781752515184,037950
2016-11-25,11601,11738,11109,11328,198587,-0.028140013726835944,037950
2016-11-28,11437,11765,11273,11546,207005,0.019244350282485945,037950
2016-11-29,11683,11847,11437,11492,221108,-0.004676944396327709,037950
2016-11-30,11492,11683,11382,11574,97603,0.007135398538113513,037950
2016-12-01,11574,11930,11574,11902,247766,0.02833938137204073,037950
2016-12-02,11930,12750,11820,12586,760345,0.057469332885229374,037950
2016-12-05,12833,13243,11984,12203,1001494,-0.03043063721595418,037950
2016-12-06,12148,12285,11875,11957,254108,-0.02015897730066374,037950
2016-12-07,11984,12778,11930,12449,528341,0.04114744501129053,037950
2016-12-08,12367,12641,12258,12313,317561,-0.010924572254799592,037950
2016-12-09,12231,12559,12203,12285,270984,-0.0022740193291642674,037950
2016-12-12,12285,12422,12121,12422,226825,0.011151811151811186,037950
2016-12-13,12477,12723,12449,12586,334072,0.013202382869103246,037950
2016-12-14,12586,13051,12477,12860,412170,0.021770220880343194,037950
2016-12-15,12969,13024,12586,12641,365129,-0.017029548989113574,037950
2016-12-16,12696,12833,12231,12367,254712,-0.021675500355984534,037950
2016-12-19,12258,12778,12176,12586,192832,0.017708417562869005,037950
2016-12-20,12614,12860,12559,12668,227257,0.006515175591927491,037950
2016-12-21,12641,12668,12367,12477,172306,-0.015077360277865437,037950
2016-12-22,12422,12696,12422,12614,126219,0.010980203574577185,037950
2016-12-23,12696,12915,12641,12750,233361,0.010781671159029615,037950
2016-12-26,12750,12997,12395,12449,252953,-0.023607843137254947,037950
2016-12-27,12449,12641,12231,12340,242575,-0.00875572335127317,037950
2016-12-28,12258,12559,12203,12532,153727,0.015559157212317709,037950
2016-12-29,12367,12586,12367,12449,124458,-0.00662304500478772,037950
2017-01-02,12449,12860,12449,12778,265526,0.026427825528154925,037950
2017-01-03,12833,12997,12750,12969,271103,0.014947566129284606,037950
2017-01-04,13133,13571,13024,13298,543532,0.025368185673529275,037950
2017-01-05,13298,13434,13106,13380,180604,0.0061663408031282785,037950
2017-01-06,13489,13735,13216,13216,298718,-0.012257100149476785,037950
2017-01-09,13216,13462,13024,13024,163683,-0.014527845036319653,037950
2017-01-10,13106,13517,13024,13517,406484,0.0378531941031941,037950
2017-01-11,13681,14666,13653,13790,775395,0.020196789228378975,037950
2017-01-12,13790,13818,13270,13571,264543,-0.01588107324147936,037950
2017-01-13,13735,13763,13106,13270,256800,-0.02217964777835091,037950
2017-01-16,13243,13763,13024,13735,441380,0.03504144687264499,037950
2017-01-17,13900,14173,13571,14173,535024,0.031889333818711396,037950
2017-01-18,14420,15049,13599,13599,1397641,-0.040499541381500026,037950
2017-01-19,13763,13900,13407,13626,318882,0.0019854401058900795,037950
2017-01-20,13571,13681,13325,13325,188897,-0.022090121825921072,037950
2017-01-23,13626,13681,13161,13216,182130,-0.008180112570356446,037950
2017-01-24,13243,13298,12586,12887,191806,-0.024894067796610186,037950
2017-01-25,12860,12997,12641,12805,103399,-0.00636300147435398,037950
2017-01-26,12778,13133,12750,12833,100994,0.0021866458414681045,037950
2017-01-31,12942,13133,12723,13024,111735,0.014883503467622461,037950
2017-02-01,13051,13216,12915,13079,104514,0.004222972972973027,037950
2017-02-02,12969,13489,12969,13462,211525,0.029283584371893934,037950
2017-02-03,13352,13407,13051,13161,161466,-0.022359233397712064,037950
2017-02-06,13161,13243,12805,12860,111289,-0.022870602537801044,037950
2017-02-07,12969,13024,12668,12723,102048,-0.010653188180404394,037950
2017-02-08,12641,13270,12614,13106,228308,0.03010296313762484,037950
2017-02-09,13133,13517,12915,13434,177629,0.025026705325804866,037950
2017-02-10,13298,13681,13298,13544,206338,0.008188179246687577,037950
2017-02-13,13626,13681,13325,13626,112925,0.0060543414057885325,037950
2017-02-14,13544,13900,13489,13599,189028,-0.0019815059445178473,037950
2017-02-15,13599,13845,13325,13380,147760,-0.016104125303331163,037950
2017-02-16,13489,13954,13298,13927,199844,0.04088191330343793,037950
2017-02-17,13954,13954,13626,13708,137354,-0.01572485100883181,037950
2017-02-20,13681,13954,13489,13708,92293,0.0,037950
2017-02-21,13599,13954,13599,13790,122837,0.005981908374671718,037950
2017-02-22,13790,13818,13407,13434,78160,-0.025815808556925335,037950
2017-02-23,13434,13571,13270,13298,75889,-0.010123567068631822,037950
2017-02-24,13407,13462,13106,13161,113110,-0.010302301097909417,037950
2017-02-27,13161,13298,13106,13188,47979,0.0020515158422611535,037950
2017-02-28,13298,14036,13079,13571,318034,0.029041552926903247,037950
2017-03-02,13626,13735,13407,13517,92288,-0.003979073023358648,037950
2017-03-03,13462,14474,13270,13872,917859,0.026263224088185266,037950
2017-03-06,13982,14337,13626,13681,468666,-0.01376874279123419,037950
2017-03-07,13763,14146,13489,14146,328488,0.033988743512901154,037950
2017-03-08,14146,14365,13900,13900,234197,-0.01739007493284317,037950
2017-03-09,13900,14064,13735,13735,144413,-0.011870503597122273,037950
2017-03-10,13790,13845,13024,13626,208583,-0.0079359301055697,037950
2017-03-13,13544,13845,13434,13845,95524,0.01607221488331123,037950
2017-03-14,13872,14228,13681,14173,179771,0.02369086312748281,037950
2017-03-15,14201,14420,13872,14091,326571,-0.005785648768785734,037950
2017-03-16,14201,14228,13845,14009,132502,-0.005819317294727178,037950
2017-03-17,14064,14119,13763,13927,122136,-0.0058533799700192235,037950
2017-03-20,13927,13982,13626,13626,97787,-0.021612694765563267,037950
2017-03-21,13681,13900,13599,13818,79949,0.014090708938793384,037950
