Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
2018-05-29,2457.25,2,-21.71,-0.0088,2476.7,2479.68,2457.18,571836895,8532893830676,1641963442318272.0
2018-05-30,2409.03,2,-48.22,-0.0196,2446.81,2449.88,2399.58,575922403,8999465924926,1609052659039962.0
2018-05-31,2423.01,1,13.98,0.0058,2428.83,2430.15,2415.5,816930187,13252142027981,1619387832448622.0
2018-06-01,2438.96,1,15.95,0.0066,2419.63,2445.31,2418.11,603023355,8767489007152,1630337822509993.0
2018-06-04,2447.76,1,8.8,0.0036,2444.62,2452.67,2441.25,438929359,7770704632833,1636442670028652.0
2018-06-05,2453.76,1,6.0,0.0025,2450.39,2455.78,2432.81,501363826,7344810795781,1640471133370132.0
2018-06-07,2470.58,1,16.82,0.0069,2468.26,2478.67,2466.01,474146882,8060721107129,1650987317033513.0
2018-06-08,2451.58,2,-19.0,-0.0077,2467.88,2468.27,2449.11,530159889,7672721697043,1638226630715350.0
2018-06-11,2470.15,1,18.57,0.0076,2454.25,2470.99,2448.0,427946746,7025547266507,1649425579196393.0
2018-06-12,2468.83,2,-1.32,-0.0005,2474.78,2479.56,2462.84,613166240,9615203781779,1648939547812385.0
2018-06-14,2423.48,2,-45.35,-0.0184,2450.86,2451.95,2422.37,533448320,9754343520888,1619121449513249.0
2018-06-15,2404.04,2,-19.44,-0.008,2432.18,2433.51,2403.97,502361838,9089895205666,1605379381109644.0
2018-06-18,2376.24,2,-27.8,-0.0116,2404.68,2405.56,2365.31,564818841,8593501001267,1586801749119891.0
2018-06-19,2340.11,2,-36.13,-0.0152,2373.12,2379.49,2336.54,606304628,7994621350176,1562923311433431.0
