Date,Open,High,Low,Close,Volume,Change,Code
2016-01-04,5219,5319,4979,5009,67089,-0.05114605038833109,001380
2016-01-05,5009,5189,4959,4999,50214,-0.0019964064683569704,001380
2016-01-06,5009,5369,4959,5149,96379,0.030006001200240107,001380
2016-01-07,5149,5199,4948,4989,45572,-0.031073994950475803,001380
2016-01-08,4858,4938,4688,4888,41550,-0.02024453798356385,001380
2016-01-11,4808,5129,4808,5059,42333,0.03498363338788879,001380
2016-01-12,5029,5169,4948,5079,40256,0.003953350464518612,001380
2016-01-13,5179,5179,5039,5129,40721,0.009844457570387766,001380
2016-01-14,4989,5329,4969,5149,77331,0.0038993955936830194,001380
2016-01-15,5169,5329,5009,5129,47871,-0.0038842493688094892,001380
2016-01-18,4989,5059,4908,4959,27618,-0.03314486254630533,001380
2016-01-19,5089,5399,4959,4999,102671,0.008066142367412876,001380
2016-01-20,5139,5139,4738,5009,49127,0.002000400080016007,001380
2016-01-21,4848,5009,4808,4808,24212,-0.04012777001397483,001380
2016-01-22,4828,4999,4688,4808,21476,0.0,001380
2016-01-25,4798,5009,4748,4848,28702,0.008319467554076532,001380
2016-01-26,4878,5009,4818,4838,29192,-0.0020627062706271015,001380
2016-01-27,4878,5199,4878,4928,194347,0.018602728400165303,001380
2016-01-28,4979,5259,4878,4999,125818,0.014407467532467466,001380
2016-01-29,5029,5119,4838,4888,70769,-0.022204440888177635,001380
2016-02-01,4898,4928,4748,4868,46215,-0.004091653027823217,001380
2016-02-02,4838,5299,4748,5299,208994,0.08853738701725544,001380
2016-02-03,5369,5429,5179,5269,156325,-0.005661445555765199,001380
2016-02-04,5289,5359,5049,5199,89846,-0.01328525336876063,001380
2016-02-05,5219,5279,4989,5029,88116,-0.032698595883823844,001380
2016-02-11,4798,4848,4468,4648,122558,-0.07576058858620005,001380
2016-02-12,4698,4969,4067,4147,143480,-0.10778829604130813,001380
2016-02-15,4147,4367,4027,4137,64197,-0.002411381721726502,001380
2016-02-16,4137,4357,4137,4337,59683,0.04834421078075901,001380
2016-02-17,4397,4428,4237,4267,54332,-0.016140189070786293,001380
2016-02-18,4458,4548,4287,4387,59302,0.02812280290602298,001380
2016-02-19,4568,4628,4387,4598,61750,0.04809664919079104,001380
2016-02-22,4598,4688,4528,4578,37420,-0.004349717268377518,001380
2016-02-23,4578,4668,4448,4548,32471,-0.006553079947575369,001380
