Date,Open,High,Low,Close,Volume,Change,Code
2016-01-04,20911,21000,20477,20477,12059,-0.012537975599170581,000300
2016-01-05,20301,20650,20041,20477,13558,0.0,000300
2016-01-06,20563,21433,20563,21000,28579,0.02554085071055323,000300
2016-01-07,21000,21173,20563,20737,18233,-0.012523809523809493,000300
2016-01-08,20650,20650,19954,20214,30378,-0.025220620147562323,000300
2016-01-11,20041,20214,19518,20127,11446,-0.00430394775897891,000300
2016-01-12,20041,20301,19865,20041,9576,-0.004272867292691385,000300
2016-01-13,20127,20824,20127,20388,15707,0.017314505264208302,000300
2016-01-14,20214,20388,20041,20214,6980,-0.008534432018834637,000300
2016-01-15,20388,20563,20127,20301,8625,0.004303947758979021,000300
2016-01-18,20214,20301,19604,19865,14394,-0.02147677454312591,000300
2016-01-19,19691,19954,19342,19691,10539,-0.008759124087591275,000300
2016-01-20,19865,19865,17775,18296,67076,-0.07084454827078357,000300
2016-01-21,17862,18559,17686,18123,19462,-0.00945561871447309,000300
2016-01-22,18296,18559,18123,18385,27458,0.014456767643326263,000300
2016-01-25,18819,18819,18385,18645,5365,0.014141963557247728,000300
2016-01-26,18385,18645,17862,17949,15171,-0.03732904263877712,000300
2016-01-27,18209,18819,17949,18559,29652,0.033985180232882106,000300
2016-01-28,18995,19082,18559,18819,12043,0.014009375505145805,000300
2016-01-29,18645,19691,18559,19168,26647,0.01854508741165839,000300
2016-02-01,19518,19604,18819,18995,12525,-0.009025459098497501,000300
2016-02-02,18995,18995,18645,18732,8146,-0.013845748881284536,000300
2016-02-03,18645,18732,18123,18209,14595,-0.027920136664531303,000300
2016-02-04,18209,18732,18209,18732,7460,0.028722060519523307,000300
2016-02-05,18732,18819,18559,18732,8904,0.0,000300
2016-02-11,18123,18385,17686,17862,21037,-0.04644458680333119,000300
2016-02-12,17600,18036,17286,17686,44649,-0.009853319896988011,000300
2016-02-15,17862,19168,17686,18385,68581,0.03952278638471096,000300
2016-02-16,18819,19082,18472,18908,24142,0.02844710361707925,000300
2016-02-17,18819,19168,18732,18908,26941,0.0,000300
2016-02-18,19082,19342,18908,19255,22233,0.01835202030886407,000300
2016-02-19,19255,19691,19082,19604,23913,0.018125162295507646,000300
2016-02-22,19865,20301,19604,20127,16575,0.026678228932870862,000300
2016-02-23,20563,20563,19865,19865,16756,-0.01301733989168774,000300
2016-02-24,19865,20214,19778,20041,5668,0.008859803674804878,000300
2016-02-25,20127,20477,20041,20127,17890,0.004291203033780722,000300
2016-02-26,20127,20214,19778,19865,9602,-0.01301733989168774,000300
2016-02-29,19865,20127,19431,19604,10457,-0.013138686131386912,000300
2016-03-02,19778,19954,19604,19865,8882,0.013313609467455523,000300
2016-03-03,19778,19954,19431,19604,17385,-0.013138686131386912,000300
2016-03-04,19604,19691,19082,19604,24560,0.0,000300
2016-03-07,19691,20127,19691,20127,14429,0.026678228932870862,000300
2016-03-08,20127,20301,20041,20214,12579,0.0043225517960947535,000300
2016-03-09,20041,20477,20041,20301,15378,0.004303947758979021,000300
2016-03-10,20301,20477,20127,20388,16073,0.004285503177183347,000300
2016-03-11,20388,20650,20214,20477,12214,0.004365312929174081,000300
2016-03-14,20650,20911,20301,20388,24166,-0.004346339795868515,000300
2016-03-15,20301,20650,20214,20388,12260,0.0,000300
2016-03-16,20650,20650,20388,20563,14821,0.008583480478713046,000300
2016-03-17,20563,20824,20388,20824,9785,0.012692700481447217,000300
2016-03-18,20824,20911,20563,20824,11002,0.0,000300
2016-03-21,20911,20911,20650,20824,16250,0.0,000300
2016-03-22,21000,21000,20650,20824,17980,0.0,000300
2016-03-23,20824,21433,20824,21173,28271,0.016759508259700295,000300
2016-03-24,21086,21347,20911,20911,19411,-0.012374250224342354,000300
2016-03-25,20911,21000,20650,20650,9808,-0.012481469083257646,000300
2016-03-28,20563,20737,20388,20563,9959,-0.0042130750605327005,000300
2016-03-29,20388,20911,20388,20911,19246,0.01692360064192977,000300
2016-03-30,21173,21173,20824,21000,5977,0.004256133135670304,000300
2016-03-31,21173,21173,20650,20824,11289,-0.008380952380952378,000300
