Date,Open,High,Low,Close,Volume,Change,Code
2016-01-04,35000,35200,32800,33550,124914,-0.04142857142857148,214320
2016-01-05,33100,34650,32850,34500,86742,0.028315946348733245,214320
2016-01-06,34250,35650,33600,35450,184982,0.02753623188405796,214320
2016-01-07,35900,35900,34200,34700,118124,-0.021156558533145242,214320
2016-01-08,34100,34900,33750,34600,126380,-0.0028818443804035088,214320
2016-01-11,34300,35500,34100,35250,86122,0.01878612716762995,214320
2016-01-12,35500,35950,34800,35150,82592,-0.0028368794326241176,214320
2016-01-13,35750,35750,34700,35200,104966,0.0014224751066855834,214320
2016-01-14,34950,35850,34750,35500,134068,0.008522727272727293,214320
2016-01-15,35500,37250,35300,35350,374462,-0.004225352112676051,214320
2016-01-18,35500,38650,35450,37900,440180,0.07213578500707207,214320
2016-01-19,38400,40000,38400,39050,450284,0.03034300791556732,214320
2016-01-20,39250,39650,38250,39200,302694,0.003841229193341844,214320
2016-01-21,39050,40150,38550,39250,221408,0.0012755102040815647,214320
2016-01-22,39550,39900,39000,39750,310162,0.01273885350318471,214320
2016-01-25,40200,40200,39300,39600,268090,-0.0037735849056603765,214320
2016-01-26,39250,40000,39250,39900,217220,0.007575757575757569,214320
2016-01-27,39950,40000,38100,39500,327884,-0.010025062656641603,214320
2016-01-28,39200,40500,37550,40100,437368,0.0151898734177216,214320
2016-01-29,39950,41950,39950,41750,436782,0.041147132169575995,214320
2016-02-01,41800,41800,39900,40250,322580,-0.0359281437125748,214320
2016-02-02,40350,41500,40050,40800,150828,0.013664596273291973,214320
2016-02-03,40500,41400,40300,40550,132726,-0.006127450980392135,214320
2016-02-04,40500,41050,40200,40600,123090,0.0012330456226881115,214320
2016-02-05,40200,41050,40200,40200,194848,-0.009852216748768461,214320
2016-02-11,39450,40350,39000,39550,176746,-0.016169154228855676,214320
2016-02-12,39700,40700,38550,40200,323892,0.01643489254108732,214320
2016-02-15,40500,40550,38500,39300,227094,-0.02238805970149249,214320
2016-02-16,39200,39450,38550,38750,132410,-0.013994910941475869,214320
2016-02-17,39050,39400,38450,38450,142444,-0.007741935483870921,214320
2016-02-18,38650,39300,37550,38250,208346,-0.005201560468140465,214320
2016-02-19,38400,38750,37900,38150,150958,-0.002614379084967311,214320
2016-02-22,38450,39950,38000,39600,120548,0.038007863695937116,214320
2016-02-23,39650,40500,39400,40000,151066,0.010101010101010166,214320
2016-02-24,40300,40450,39350,39800,90742,-0.0050000000000000044,214320
2016-02-25,40250,40600,39500,40300,114522,0.012562814070351758,214320
2016-02-26,39800,41650,39800,41500,375808,0.02977667493796532,214320
2016-02-29,41500,42350,40750,42100,147338,0.014457831325301207,214320
2016-03-02,42350,42350,40800,41050,193772,-0.02494061757719712,214320
2016-03-03,41400,41800,40050,40400,137644,-0.015834348355663774,214320
2016-03-04,40600,40600,40050,40500,131018,0.0024752475247524774,214320
2016-03-07,40500,40500,39500,39950,130372,-0.013580246913580285,214320
2016-03-08,39600,40750,39300,40500,112178,0.013767209011264159,214320
2016-03-09,40500,41250,40200,41000,156116,0.012345679012345734,214320
2016-03-10,40850,41750,40700,41700,81684,0.017073170731707332,214320
2016-03-11,41700,42000,40700,40800,80460,-0.021582733812949617,214320
